,0,1,2
317,1250.543474,1524.539433,1154.593737
318,1188.26779,1519.424387,1139.205974
319,1161.925303,1520.149018,1106.213928
320,1114.270126,1458.597966,1038.098567
321,1123.09358,1484.258446,1050.545179
322,1077.654922,1424.923914,1021.986172
323,1071.815245,1454.932183,988.9941262
324,1085.711119,1401.479953,973.6489885
325,1071.815245,1387.541453,969.2159487
326,1067.382205,1366.314013,961.9270083
327,1109.879711,1351.650881,920.1541334
328,1109.879711,1350.92625,923.8199163
329,1110.604343,1346.535835,938.4830479
330,1136.264823,1346.535835,956.0447055
331,1170.706132,1312.819158,961.9270083
332,1157.492263,1282.768263,959.7104884
333,1190.48431,1295.982131,969.2159487
334,1214.652902,1235.155711,986.8202317
335,1238.821493,1254.209257,1003.657258
336,1239.546125,1215.377533,1008.772304
337,1247.602322,1224.925619,1009.539561
338,1260.091559,1186.818527,1059.326007
339,1252.759994,1166.315718,1065.20831
340,1298.156026,1161.158046,1125.992106
341,1264.481974,1158.25952,1156.043
342,1312.819158,1139.930606,1197.091244
343,1273.262803,1146.53754,1221.259836
344,1303.313697,1136.989454,1290.099829
345,1304.038329,1129.657889,1309.153375
346,1290.82446,1123.818211,1333.321967
347,1317.934203,1100.374251,1410.260782
348,1311.369895,1103.315402,1461.539117
349,1293.765612,1109.15508,1460.814486
350,1293.04098,1090.101534,1542.868347
351,1282.768263,1131.874409,1553.865696
352,1308.428743,1098.157731,1587.539748
353,1269.59702,1154.593737,1645.425018
354,1301.821809,1142.147126,1671.085498
355,1275.479322,1190.48431,1681.31559
356,1270.321651,1202.20629,1717.206162
357,1265.931237,1220.535204,1704.034919
358,1279.10248,1253.484625,1704.034919
359,1269.59702,1228.591402,1743.591274
360,1254.209257,1273.987434,1715.756899
361,1253.484625,1299.647914,1707.700702
362,1268.872388,1295.982131,1704.75955
363,1295.982131,1287.201303,1705.484182
364,1286.434046,1284.984783,1648.366169
365,1276.203954,1284.984783,1623.43032
366,1315.035677,1295.982131,1599.261728
367,1323.091875,1309.878006,1585.365854
368,1328.931552,1295.982131,1543.592979
369,1306.212223,1260.091559,1498.921578
370,1307.704112,1282.043631,1506.210518
371,1316.48494,1241.038013,1435.154006
372,1368.487907,1230.040665,1450.541769
373,1369.979796,1201.481658,1410.260782
374,1359.707078,1179.486961,1373.645578
375,1356.765927,1178.762329,1364.097493
376,1391.931868,1159.708783,1376.544104
377,1397.089539,1140.655237,1369.979796
378,1421.258131,1142.147126,1356.041295
379,1399.988065,1149.436066,1350.92625
380,1438.095157,1136.264823,1363.372861
381,1414.651196,1134.048303,1375.819473
382,1438.819788,1131.149777,1420.533499
383,1455.69944,1141.379869,1423.432025
384,1425.648545,1143.596389,1487.199598
385,1430.03896,1144.32102,1529.654479
386,1462.98838,1139.930606,1547.983393
387,1427.097808,1139.930606,1599.98636
388,1452.033657,1144.32102,1624.922209
389,1458.597966,1192.658204,1657.146998
390,1427.097808,1186.093895,1700.369136
391,1459.322597,1175.821178,1756.037885
392,1430.763591,1224.925619,1795.59424
393,1474.710361,1238.096862,1816.139675
394,1452.033657,1217.594053,1824.920504
395,1424.199282,1255.701145,1868.867273
396,1462.263749,1284.984783,1898.150911
397,1436.645894,1270.321651,1912.814043
398,1421.982762,1304.038329,1901.816694
399,1396.322282,1295.982131,1891.586602
400,1384.600302,1337.712381,1903.308582
401,1383.87567,1312.094526,1884.255036
402,1393.423756,1323.816506,1887.920819
403,1376.544104,1371.429059,1838.091747
404,1362.64823,1371.429059,1812.473892
405,1307.704112,1370.704427,1797.086129
406,1326.757658,1355.316664,1786.813412
407,1273.262803,1405.145736,1726.754248
408,1296.706763,1389.757973,1706.251439
409,1257.875039,1378.035993,1684.256741
410,1247.602322,1384.600302,1649.815432
411,1241.762645,1387.541453,1642.483866
412,1208.813224,1416.867716,1594.871314
413,1175.096546,1399.263433,1553.865696
414,1158.25952,1370.704427,1534.087518
415,1143.596389,1388.266085,1500.370841
416,1153.869106,1383.87567,1479.1434
417,1153.869106,1362.64823,1463.755637
418,1115.762014,1339.928901,1478.376143
419,1084.986488,1327.482289,1447.600617
420,1102.548145,1315.760309,1436.645894
421,1083.537225,1315.035677,1410.260782
422,1071.047988,1317.934203,1418.316979
423,1100.374251,1312.819158,1426.373177
424,1110.604343,1271.81354,1397.089539
425,1102.548145,1248.369579,1426.373177
426,1125.992106,1260.816191,1401.479953
427,1097.433099,1202.930921,1429.314328
428,1106.981185,1230.765296,1443.210203
429,1125.992106,1202.930921,1427.82244
430,1168.489612,1163.374566,1460.089854
431,1141.379869,1188.992421,1475.477617
432,1155.318369,1173.647283,1476.202249
433,1171.430764,1161.925303,1471.811835
434,1197.815875,1154.593737,1497.429689
435,1244.703796,1150.203323,1500.370841
436,1241.762645,1147.262172,1528.205216
437,1251.268105,1139.205974,1528.205216
438,1304.038329,1136.264823,1522.365538
439,1300.372546,1137.714086,1532.59563
440,1357.490558,1128.933257,1516.483235
441,1361.156341,1133.323672,1502.587361
442,1391.931868,1125.992106,1504.761255
443,1428.589697,1112.096231,1510.643558
444,1501.820104,1128.933257,1498.921578
445,1497.429689,1132.59904,1462.263749
446,1532.59563,1134.048303,1479.868032
447,1574.368505,1129.657889,1438.819788
448,1619.764537,1115.762014,1418.316979
449,1668.868978,1163.374566,1402.929216
450,1677.649807,1166.315718,1377.311361
451,1752.372103,1182.428112,1356.765927
452,1742.142011,1198.540507,1366.314013
453,1793.420346,1244.703796,1336.263118
454,1825.645135,1246.153059,1317.209572
455,1838.816378,1287.925934,1316.48494
456,1849.089096,1317.209572,1315.035677
457,1873.982319,1331.872704,1284.260151
458,1864.476859,1368.487907,1280.594368
459,1849.089096,1374.37021,1262.990085
460,1858.594556,1376.544104,1254.209257
461,1862.260339,1432.255479,1232.257185
462,1816.864306,1416.10046,1180.936224
463,1810.982004,1446.151354,1195.599356
464,1804.417695,1471.811835,1192.658204
465,1764.818714,1451.2664,1180.211592
466,1725.262359,1462.263749,1169.214244
467,1738.476228,1473.261098,1154.593737
468,1698.919873,1487.924229,1178.037698
469,1660.088149,1484.983078,1195.599356
470,1632.978406,1451.2664,1204.380184
471,1607.317926,1472.536466,1247.602322
472,1580.975439,1481.317295,1249.818842
473,1531.146367,1426.373177,1239.546125
474,1516.483235,1428.589697,1254.933888
475,1479.868032,1438.095157,1286.434046
476,1494.488538,1388.266085,1263.757342
477,1435.921262,1404.378479,1283.53552
478,1460.814486,1391.931868,1279.869737
479,1426.373177,1363.372861,1293.765612
480,1400.755322,1356.765927,1278.377848
481,1386.09219,1350.201618,1241.038013
482,1399.263433,1339.928901,1265.206605
483,1397.81417,1301.097177,1243.211908
484,1385.367559,1313.543789,1213.203639
485,1383.151039,1301.097177,1183.152744
486,1371.429059,1244.703796,1150.203323
487,1361.156341,1257.875039,1088.652271
488,1352.375513,1264.481974,1068.149462
489,1342.870052,1216.869421,1010.988824
490,1348.70973,1241.038013,967.7666857
491,1358.982447,1186.818527,894.4936531
492,1309.878006,1210.262487,871.0496927
493,1308.428743,1167.764981,835.8837521
494,1334.089223,1202.20629,805.1508512
495,1342.870052,1186.818527,738.4421275
496,1345.811204,1148.711435,725.9955158
497,1327.482289,1181.703481,672.5432861
498,1301.097177,1149.436066,693.7707266
499,1317.934203,1175.096546,639.55124
500,1336.263118,1204.380184,668.8775032
501,1298.923283,1179.486961,662.2705689
502,1321.599986,1227.824145,665.9363518
503,1283.53552,1210.987119,665.9363518
504,1302.54644,1246.153059,695.2199896
505,1298.923283,1277.653217,756.0464105
506,1267.3805,1278.377848,792.6616141
507,1287.925934,1342.145421,832.985226
508,1282.043631,1327.482289,895.26091
509,1273.987434,1366.314013,952.3789226
510,1267.3805,1410.260782,1000.716106
511,1220.535204,1457.873334,1076.93029
512,1252.035362,1494.488538,1125.267474
513,1201.481658,1532.59563,1200.714401
514,1228.591402,1520.149018,1287.925934
515,1209.537856,1592.697419,1328.931552
516,1181.703481,1588.26438,1411.710045
517,1215.377533,1639.542715,1455.69944
518,1194.150092,1668.144347,1517.932498
519,1189.759678,1642.483866,1567.036939
520,1189.759678,1698.152616,1627.820735
521,1188.992421,1665.927827,1699.644504
522,1197.815875,1679.141695,1706.97607
523,1199.265138,1696.703353,1784.639517
524,1189.759678,1671.085498,1816.864306
525,1234.431079,1676.200544,1835.917852
526,1237.37223,1646.874281,1833.701332
527,1240.313382,1612.475597,1846.872576
528,1233.706448,1587.539748,1860.086444
529,1278.377848,1534.087518,1872.533056
530,1275.479322,1509.15167,1888.645451
531,1291.591717,1447.600617,1878.372733
532,1278.377848,1449.817137,1869.591905
533,1328.931552,1402.929216,1865.926122
534,1304.76296,1356.765927,1865.926122
535,1339.928901,1350.92625,1839.583635
536,1358.982447,1329.656184,1805.142326
537,1337.712381,1273.262803,1774.3668
538,1342.145421,1286.434046,1786.08878
539,1361.923598,1293.04098,1739.925491
540,1382.426407,1266.655868,1687.922524
541,1402.204585,1270.321651,1691.588307
542,1389.033342,1295.2575,1637.36882
543,1410.260782,1319.426092,1624.922209
544,1393.423756,1323.816506,1589.756268
545,1370.704427,1351.650881,1509.15167
546,1389.757973,1373.645578,1495.980426
547,1404.378479,1429.314328,1438.095157
548,1389.033342,1425.648545,1420.533499
549,1359.707078,1475.477617,1407.319631
550,1358.257815,1501.095472,1365.589381
551,1388.266085,1561.154636,1335.538486
552,1386.816822,1580.208182,1299.647914
553,1376.544104,1619.039906,1230.040665
554,1361.923598,1629.312623,1230.040665
555,1376.544104,1657.871629,1191.933573
556,1366.314013,1694.529458,1151.652586
557,1366.314013,1715.756899,1123.09358
558,1357.490558,1729.652774,1129.657889
559,1330.423441,1737.751596,1068.149462
560,1357.490558,1763.369451,1060.817896
561,1317.209572,1774.3668,1072.539876
562,1354.592032,1753.863991,1016.10387
563,1335.538486,1761.195557,1048.371284
564,1300.372546,1775.091431,1035.882047
565,1334.089223,1764.818714,1015.379238
566,1298.923283,1731.869294,1033.708153
567,1309.878006,1734.810445,989.7613831
568,1304.038329,1745.040537,1027.101218
569,1282.768263,1702.585656,1019.769652
570,1256.425776,1706.251439,994.876429
571,1280.594368,1693.03757,1035.157416
572,1252.035362,1686.430636,1000.716106
573,1272.538171,1645.425018,1036.649304
574,1220.535204,1669.59361,1035.882047
575,1252.759994,1651.264695,1027.82585
576,1201.481658,1611.70834,1056.427481
577,1223.43373,1589.756268,1095.983836
578,1216.102165,1588.26438,1112.096231
579,1195.599356,1584.598597,1129.657889
580,1169.981501,1540.651827,1130.425146
581,1174.371915,1520.87365,1125.267474
582,1191.933573,1539.927196,1176.545809
583,1176.545809,1480.592663,1182.428112
584,1188.26779,1483.533815,1193.425461
585,1224.158362,1491.590012,1238.096862
586,1210.262487,1439.54442,1270.321651
587,1265.206605,1463.755637,1277.653217
588,1281.319,1432.980111,1294.490243
589,1320.875355,1402.204585,1304.76296
590,1347.985098,1435.921262,1347.985098
591,1412.477302,1396.322282,1339.928901
592,1419.041611,1378.035993,1397.81417
593,1508.427038,1369.212539,1386.09219
594,1528.205216,1405.870368,1435.154006
595,1584.598597,1387.541453,1475.477617
596,1667.419715,1369.979796,1462.263749
597,1701.093767,1385.367559,1493.763907
598,1741.374754,1342.870052,1520.149018
599,1796.361497,1353.100144,1557.531479
600,1840.308267,1356.765927,1592.697419
601,1906.249734,1351.650881,1597.087834
602,1923.08676,1341.378164,1621.981057
603,1964.092378,1373.645578,1667.419715
604,2015.370713,1371.429059,1675.475912
605,2025.64343,1342.870052,1690.096419
606,2035.916147,1369.212539,1694.529458
607,2054.202436,1377.311361,1723.088465
608,2038.090042,1379.485256,1748.70632
609,2021.977647,1384.600302,1726.754248
610,2003.648733,1383.151039,1740.650122
611,1975.089726,1364.097493,1771.425649
612,1968.482792,1370.704427,1738.476228
613,1918.696345,1342.145421,1734.085813
614,1877.648102,1339.928901,1749.473577
615,1856.420661,1324.541138,1700.369136
616,1779.481846,1336.263118,1688.647156
617,1750.92284,1347.985098,1696.703353
618,1710.641853,1339.928901,1667.419715
619,1669.59361,1292.316349,1639.542715
620,1587.539748,1289.375197,1624.197577
621,1573.643873,1298.923283,1585.365854
622,1504.036624,1238.096862,1591.205531
623,1458.597966,1252.035362,1586.815117
624,1422.707394,1221.259836,1570.702722
625,1383.151039,1225.65025,1550.199913
626,1350.92625,1202.930921,1530.421736
627,1335.538486,1150.203323,1540.651827
628,1320.875355,1170.706132,1533.320262
629,1297.431394,1134.81556,1537.710676
630,1252.759994,1129.657889,1511.36819
631,1277.653217,1101.823514,1528.205216
632,1261.540822,1081.320705,1552.373808
633,1226.374882,1060.817896,1547.983393
634,1252.759994,1058.601376,1547.258762
635,1223.43373,1019.769652,1568.486202
636,1238.096862,1030.04237,1619.039906
637,1216.869421,1030.767001,1617.590643
638,1231.489928,1018.320389,1633.703037
639,1282.768263,996.325692,1663.753932
640,1265.931237,1031.491633,1706.251439
641,1280.594368,1030.04237,1700.369136
642,1321.599986,1027.82585,1731.869294
643,1351.650881,1080.596073,1779.481846
644,1366.314013,1106.213928,1771.425649
645,1395.59765,1131.149777,1819.038201
646,1410.985414,1140.655237,1813.923155
647,1443.210203,1151.652586,1854.928773
648,1474.710361,1159.708783,1833.701332
649,1508.427038,1215.377533,1855.69603
650,1528.929847,1257.875039,1880.589253
651,1585.365854,1281.319,1857.145293
652,1571.427354,1271.046283,1863.027596
653,1608.809814,1333.321967,1873.257687
654,1629.312623,1361.156341,1857.869924
655,1674.708656,1383.151039,1838.816378
656,1674.708656,1397.089539,1813.198523
657,1723.088465,1389.757973,1767.035234
658,1706.251439,1426.373177,1742.142011
659,1742.142011,1440.311677,1676.200544
660,1755.313254,1398.538802,1657.146998
661,1753.096734,1434.429374,1605.868663
662,1787.538043,1435.921262,1583.149334
663,1810.982004,1408.811519,1504.761255
664,1786.813412,1417.592348,1477.651512
665,1789.754563,1404.378479,1427.097808
666,1797.81076,1423.432025,1382.426407
667,1799.984655,1393.423756,1349.434361
668,1810.257372,1372.15369,1312.094526
669,1825.645135,1361.156341,1315.035677
670,1821.254721,1352.375513,1306.97948
671,1796.361497,1378.035993,1245.428428
672,1795.59424,1366.314013,1266.655868
673,1806.591589,1329.656184,1238.096862
674,1804.417695,1327.482289,1242.487276
675,1772.917537,1327.482289,1256.425776
676,1771.425649,1277.653217,1228.591402
677,1764.818714,1284.260151,1279.869737
678,1775.816063,1299.647914,1271.81354
679,1726.029616,1303.313697,1271.046283
680,1739.925491,1295.2575,1291.591717
681,1688.647156,1305.487592,1337.712381
682,1663.753932,1287.201303,1356.041295
683,1638.093452,1325.990401,1400.755322
684,1609.534446,1318.70146,1387.541453
685,1589.031637,1299.647914,1445.426723
686,1566.312308,1336.263118,1439.54442
687,1548.708025,1358.982447,1442.485571
688,1489.373492,1347.260467,1493.039275
689,1443.97746,1347.985098,1488.648861
690,1416.10046,1357.490558,1511.36819
691,1388.266085,1377.311361,1520.87365
692,1325.990401,1431.488223,1507.702407
693,1305.487592,1410.260782,1506.977775
694,1244.703796,1454.207552,1521.598281
695,1210.262487,1476.92688,1517.207867
696,1164.823829,1451.2664,1524.539433
697,1125.992106,1474.710361,1490.865381
698,1101.098882,1487.924229,1460.814486
