,0,1,2
0,1631.496869,1520.884628,1563.357843
1,1652.750317,1529.675674,1575.820245
2,1663.730704,1504.043544,1548.7061
3,1633.68621,1498.890173,1558.238153
4,1643.218264,1501.820521,1561.909509
5,1659.352022,1512.83459,1572.148889
6,1662.989697,1495.959824,1576.561253
7,1664.471712,1487.168778,1590.471988
8,1682.794812,1519.402613,1613.17377
9,1697.446555,1526.004318,1621.964816
10,1690.84485,1516.472264,1632.978885
11,1653.491325,1499.63118,1632.978885
12,1657.870007,1536.984705,1594.884352
13,1657.870007,1551.636448,1598.522026
14,1659.352022,1579.491601,1600.004042
15,1652.00931,1587.54164,1600.74505
16,1657.870007,1620.516482,1614.655785
17,1647.630628,1652.00931,1632.978885
18,1635.909233,1728.939382,1633.68621
19,1601.452375,1757.501861,1633.68621
20,1573.630904,1821.969531,1606.605747
21,1561.168502,1868.855109,1599.263034
22,1553.859471,1901.829952,1586.093306
23,1569.959548,1947.267197,1577.30226
24,1550.929123,2003.651147,1583.870283
25,1542.138077,2047.606377,1607.313072
26,1536.277379,2077.650871,1556.78982
27,1519.402613,2126.72579,1548.7061
28,1534.054356,2158.2523,1558.238153
29,1510.611567,2177.282725,1565.580866
30,1549.447107,2170.68102,1558.979161
31,1540.656061,2182.402414,1501.113196
32,1552.377456,2190.486135,1491.581142
33,1591.212996,2167.750671,1496.700832
34,1610.243421,2144.307882,1466.656337
35,1653.491325,2104.024009,1431.492154
36,1726.009034,2060.068779,1450.556261
37,1736.98942,1976.570684,1432.233161
38,1813.919493,1947.974523,1378.745878
39,1823.451547,1853.496041,1402.188667
40,1891.590573,1783.874999,1353.113748
41,1939.183477,1708.426942,1353.113748
42,1980.949366,1646.88962,1353.113748
43,2023.456262,1566.288191,1341.392353
44,2057.13843,1523.073969,1315.019216
45,2084.993584,1452.004594,1297.437124
46,2140.670208,1346.512043,1344.322702
47,2145.04889,1317.949564,1340.651346
48,2139.188192,1230.039105,1325.292277
49,2142.859549,1170.691124,1374.367196
50,2150.909587,1128.21791,1392.690296
51,2139.9292,1082.039657,1386.829599
52,2117.934744,1041.014776,1447.625912
53,2071.790174,1041.014776,1488.650793
54,2043.968703,989.7505162,1506.232885
55,1972.15832,980.2184625,1550.929123
56,1938.476151,965.5667193,1602.193383
57,1879.869178,940.6755969,1690.84485
58,1819.039182,933.3328842,1709.875275
59,1749.451823,904.0293978,1761.914225
60,1699.635896,893.0490109,1811.730152
61,1588.282647,887.9293213,1860.805071
62,1559.720169,881.3276163,1906.949642
63,1456.416958,897.4276928,1954.576228
64,1391.20828,898.9097082,2007.322503
65,1339.94402,908.4417618,2010.99386
66,1261.531932,928.2131947,2055.690097
67,1194.874921,933.3328842,2084.252576
68,1145.058994,936.2632329,2064.481143
69,1086.452021,937.0042406,2078.391879
70,1009.521949,942.1239302,2070.34184
71,978.7701293,958.9650143,2046.899051
72,931.1435433,969.2380757,2050.536725
73,893.7900186,970.6864089,2008.804519
74,856.4028118,980.2184625,1963.367274
75,819.7902948,993.4218725,1939.183477
76,789.004793,991.9398571,1909.87999
77,739.9298737,1019.79501,1863.73542
78,745.790571,1042.496792,1808.799803
79,701.0943336,1040.307451,1805.128447
80,736.9995251,1084.970006,1750.19283
81,717.2280923,1089.38237,1700.376903
82,714.2977436,1095.984075,1643.959272
83,695.9746441,1111.343144,1619.034467
84,747.979912,1171.432132,1602.193383
85,719.4174332,1190.462557,1542.845402
86,773.612042,1199.994611,1482.790096
87,758.9602988,1232.969454,1486.461452
88,778.0244061,1230.780113,1423.442116
89,834.442038,1248.362205,1382.417234
90,857.1438195,1298.885457,1352.37274
91,879.1045932,1297.437124,1334.790648
92,909.1490874,1306.22817,1300.367472
93,915.0097847,1315.760223,1299.626465
94,916.4918001,1356.785104,1287.164062
